"","identifier","log2FoldChange","logCPM","LR","pvalue","padj","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","Symbol"
"13260","ENSG00000272325",-0.0734139997005229,5.61419527974356,0.137263799963362,0.711016461135593,1,9606,11165,"NULL","6","6p21.2","nudix (nucleoside diphosphate linked moiety X)-type motif 3","protein-coding","NUDT3","nudix (nucleoside diphosphate linked moiety X)-type motif 3","O","diadenosine 5',5'''-P1,P6-hexaphosphate ","NUDT3"
"13261","ENSG00000272333",0.639096024627118,6.73258624088661,5.3789033619111,0.020381685752249,1,9606,9757,"NULL","19","19q13.1","lysine (K)-specific methyltransferase 2B","protein-coding","KMT2B","lysine (K)-specific methyltransferase 2B","O","KMT2D|WBP-7|WW domain binding protein 7|","KMT2B"
"13262","ENSG00000272335",0.15285002555558,1.82430027700181,0.244960617683935,0.620646029788978,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-53O19.3"
"13263","ENSG00000272341",0.144894075229469,0.838016283233394,0.181815061446366,0.669818023344659,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP1-151F17.2"
"13264","ENSG00000272391",0.169578935358857,5.99312771784238,0.474803535893713,0.490785577967136,1,9606,100101267,"NULL","7","7q11.2","POM121 transmembrane nucleoporin C","protein-coding","POM121C","POM121 transmembrane nucleoporin C","O","POM121 membrane glycoprotein C|nuclear e","POM121C"
"13265","ENSG00000272398",-1.02311844021875,10.0251353716402,13.9784026506516,0.000184922662735854,1,9606,100133941,"NULL","6","6q21","CD24 molecule","protein-coding","CD24","CD24 molecule","O","CD24 antigen (small cell lung carcinoma ","CD24"
"13266","ENSG00000272405",2.1347900427116,3.20544832744455,57.8824440742683,2.78259472218364e-14,3.74147686344812e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-284F21.10"
"13267","ENSG00000272410",-0.0167648506030153,3.69542430446681,0.00283446866099979,0.95754090194214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-438J1.1"
"13268","ENSG00000272414",0.890682214238204,4.68219961806828,9.00218562779249,0.00269656923235686,1,9606,100631383,"NULL","4","4q","FAM47E-STBD1 readthrough","protein-coding","FAM47E-STBD1","FAM47E-STBD1 readthrough","O","uncharacterized protein LOC100631383","FAM47E-STBD1"
"13269","ENSG00000272419",0.881885336464894,3.72616675692635,12.3230187999114,0.00044740654740448,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-403I13.8"
"13270","ENSG00000272447",0.518984182499267,1.2575528324084,3.28525952239362,0.0699045761002441,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-182L21.6"
"13271","ENSG00000272455",-0.217028181065461,0.573709131343133,0.460913035966809,0.497197573515126,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP4-758J18.13"
"13272","ENSG00000272462",1.28684132251472,0.234274217698786,12.8898570097133,0.000330367670658237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U91328.19"
"13273","ENSG00000272502",-0.536888028028019,2.0963726804145,4.47812134309075,0.0343314390164905,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-713M15.2"
"13274","ENSG00000272512",1.9246830976343,0.443970304312783,28.930016291582,7.50409994202045e-08,0.00098341229740178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-54O7.17"
"13275","ENSG00000272540",-2.19319754907233,0.523658399756611,32.9979718784417,9.22550587112362e-09,0.000121785903004703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"XXbac-BPG252P9.9"
"13276","ENSG00000272578",0.0913947236952256,1.84310608358512,0.124437635027564,0.724270480571436,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP000347.2"
"13277","ENSG00000272579",-0.200961471728525,1.14521968413984,0.505794732519325,0.476964972765324,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-101E13.5"
"13278","ENSG00000272599",-1.85004439232912,1.41972051623075,33.5457158081415,6.96085265768033e-09,9.19250201973265e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-152N13.16"
"13279","ENSG00000272602",0.0887567735428632,3.56150434838467,0.165883347857256,0.683796625927294,1,9606,152687,"NULL","4","4p16.3","zinc finger protein 595","protein-coding","ZNF595","zinc finger protein 595","O","NULL","ZNF595"
"13280","ENSG00000272636",1.76061918319616,2.44587109565598,18.6906489588851,1.53734570334885e-05,0.192798524656979,9606,8447,"NULL","17","17p13.3","double C2-like domains, beta","protein-coding","DOC2B","double C2-like domains, beta","O","doc2-beta|double C2-like domain-containi","DOC2B"
"13281","ENSG00000272645",-0.409767142574531,1.99976147427458,2.36038542108547,0.124451437948721,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-504P24.8"
"13282","ENSG00000272655",-1.02558451188735,2.32780672391735,13.6046156941647,0.000225630085703598,1,9606,84820,"NULL","7","7p13","polymerase (RNA) II (DNA directed) polypeptide J4, pseudogene","pseudo","POLR2J4","polymerase (RNA) II (DNA directed) polypeptide J4, pseudogene","O","NULL","POLR2J4"
"13283","ENSG00000272667",-1.10191453101687,0.171786298418093,9.37168228322442,0.00220363186596544,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-395A13.2"
"13284","ENSG00000272674",-0.737131039821436,3.74599038829733,10.0633552301145,0.00151247529694194,1,9606,57717,"NULL","5","5q31","protocadherin beta 16","protein-coding","PCDHB16","protocadherin beta 16","O","PCDH-beta-16|PCDHbeta 16|cadherin ME1|pr","PCDHB16"
"13285","ENSG00000272686",-0.813142734706239,1.9931531503595,7.99016899440155,0.00470320249235245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-390E23.6"
"13286","ENSG00000272742",0.375904220238675,0.570193775452157,0.904664267695794,0.341534120623034,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTB-43P18.1"
"13287","ENSG00000272752",-0.161947372681145,4.50227200248927,0.576916958920599,0.447523318290368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STAG3L5P-PVRIG2P-PILRB"
"13288","ENSG00000272758",0.112767381765186,2.85205368810024,0.146474349613634,0.701927624653131,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-299J3.8"
"13289","ENSG00000272767",-0.472810988417399,0.120536298287154,1.44243468766114,0.229745761084846,1,9606,84989,"NULL","10","10q21.3","JMJD1C antisense RNA 1","miscRNA","JMJD1C-AS1","JMJD1C antisense RNA 1","O","NULL","JMJD1C-AS1"
"13290","ENSG00000272779",-0.81407967626991,2.97564138272766,8.52857855874796,0.00349612642302708,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LL22NC03-80A10.6"
"13291","ENSG00000272780",-1.33082701596804,1.99439552456157,14.6195359960732,0.000131543803777683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-822E23.8"
"13292","ENSG00000272821",-0.540302405024651,1.47020078306148,2.52655830369126,0.111944144131946,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTA-384D8.36"
"13293","ENSG00000272841",-0.0944015500180475,0.780334525599237,0.0731660994193861,0.786781518519097,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP3-428L16.2"
"13294","ENSG00000272869",1.41043500394947,0.133409380759641,8.24330806957846,0.0040902517614093,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTC-487M23.8"
"13295","ENSG00000272886",0.117816682145399,4.90489432188389,0.305596532847794,0.580394984045706,1,9606,55802,"NULL","3","3p21.1","decapping mRNA 1A","protein-coding","DCP1A","decapping mRNA 1A","O","DCP1 decapping enzyme homolog A|Smad4-in","DCP1A"
"13296","ENSG00000272888",-0.25405012389815,6.16181675365298,1.56966599912488,0.2102555253593,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC01578"
"13297","ENSG00000272916",0.885865438758727,1.15690253527406,6.26919725773958,0.0122854789877324,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-574K11.31"
"13298","ENSG00000272933",1.41553513104388,1.35317883795348,16.5836598657938,4.65503678390487e-05,0.574710841340896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-47A8.5"
"13299","ENSG00000272941",0.321744617024834,0.407871461346211,0.868164767050082,0.35146388018732,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-134L10.1"
"13300","ENSG00000272977",0.0632792346635016,1.1525705054806,0.0469665988865007,0.828428285963839,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTA-390C10.10"
"13301","ENSG00000272980",-0.191044872578445,1.54721065086425,0.265245791492673,0.606538914621995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-517H2.6"
"13302","ENSG00000272994",-0.811066385022999,1.89061323480534,7.18586880149296,0.00734799641775312,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-332H14.2"
"13303","ENSG00000273000",0.291345074961337,2.03996392942113,1.0683268431159,0.301323678323058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KB-1572G7.2"
"13304","ENSG00000273015",-0.261576342320372,3.2252688114433,1.35896428806073,0.243717060163397,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-352M15.2"
"13305","ENSG00000273033",-0.0930517049170798,2.27614126254133,0.127974221872107,0.720541751257701,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-67L2.2"
"13306","ENSG00000273038",-0.721925640141546,2.34491533025803,8.17476433418443,0.00424771876560749,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-479G22.8"
"13307","ENSG00000273045",0.0331594349629433,1.15781262536407,0.012787658440113,0.909965125712803,1,9606,150590,"NULL","2","2q11.2","chromosome 2 open reading frame 15","protein-coding","C2orf15","chromosome 2 open reading frame 15","O","uncharacterized protein C2orf15","C2orf15"
"13308","ENSG00000273046",-1.17559194936996,0.227250784786986,10.181420638175,0.00141862838164942,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-834C11.14"
"13309","ENSG00000273055",-0.757126529992363,-0.012843252399592,3.23397896712748,0.0721252489229057,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTB-13F3.1"
"13310","ENSG00000273066",-0.885694615905064,2.4073512562393,11.2988332758434,0.000775558115780242,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-216L13.19"
"13311","ENSG00000273136",0.269949347227778,2.94228915059814,0.841198030437342,0.359054358193248,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NBPF26"
"13312","ENSG00000273142",-0.424707068223705,1.83428650445468,1.66732512041088,0.196617195893275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-458F8.4"
"13313","ENSG00000273151",0.326350518048315,2.31555112260713,1.44610393744459,0.229154138986104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-449P15.2"
"13314","ENSG00000273154",0.521319798905395,2.15760073842539,2.48720595160727,0.114775322334144,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP4-583P15.15"
"13315","ENSG00000273192",0.401993904876465,1.88160223937388,2.21750871967109,0.136453089555341,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CITF22-1A6.3"
"13316","ENSG00000273230",0.674960757477536,2.32585710725153,6.29784538621556,0.0120884815247832,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-1246C19.1"
"13317","ENSG00000273247",0.237640923674755,1.67295045951426,0.638559355393596,0.424232957363837,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-83A24.2"
"13318","ENSG00000273259",0.978493459356885,1.58778996800117,6.3377600740969,0.0118194046519208,1,9606,12,"GIG24","14","14q32.1","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3","protein-coding","SERPINA3","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3","O","alpha-1-antichymotrypsin|cell growth-inh","SERPINA3"
"13319","ENSG00000273270",-0.0574538160680232,1.48006755194679,0.034111928022587,0.853468937032306,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-212P7.2"
"13320","ENSG00000273295",-0.0684781514818475,0.929106010145366,0.0545020207013498,0.815406805770058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP000350.5"
"13321","ENSG00000273297",0.641723032453127,0.983881424907911,3.28619888080269,0.0698645872896925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-38M8.1"
"13322","ENSG00000273311",-1.45979845172431,1.4593149673959,17.6315111123274,2.68108991853219e-05,0.333902938453999,9606,25786,"NULL","22","22q11.21","DiGeorge syndrome critical region gene 11 (non-protein coding)","miscRNA","DGCR11","DiGeorge syndrome critical region gene 11 (non-protein coding)","O","NULL","DGCR11"
"13323","ENSG00000273314",-0.846355252038408,0.408770276764298,5.96401335364592,0.0146007684442297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP5-1136G13.2"
"13324","ENSG00000273329",0.158890055911381,1.61201761116523,0.357589944345311,0.549847774832078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-448A19.1"
"13325","ENSG00000273344",0.344263926035809,1.84946365594138,1.49988710108226,0.220688734078371,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAXIP1-AS1"
"13326","ENSG00000273373",0.60417128675069,0.651474059585919,3.48065864915303,0.0620900219052521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP5-1074L1.4"
"13327","ENSG00000273420",0.116549252041631,3.54420622818886,0.201944555481121,0.653155814063215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTD-2540B15.13"
"13328","ENSG00000273466",0.0328757837360935,0.18209683124453,0.00908065138804171,0.924082537887975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-548H3.1"
"13329","ENSG00000273472",1.51019470609946,0.332443201165403,17.3075968944103,3.17913338370822e-05,0.394848366256561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-102N12.3"
"13330","ENSG00000273559",-0.0703168152268481,3.98073520253368,0.104879956978469,0.746050273652141,1,9606,54883,"NULL","17","17q12","CWC25 spliceosome-associated protein homolog (S. cerevisiae)","protein-coding","CWC25","CWC25 spliceosome-associated protein homolog (S. cerevisiae)","O","coiled-coil domain-containing protein 49","CWC25"
"13331","ENSG00000273590",0.593879343125309,3.08547210100779,3.36645426666262,0.0665368140055296,1,9606,54065,"NULL","21","21q22.12","small integral membrane protein 11","protein-coding","SMIM11","small integral membrane protein 11","O","family with sequence similarity 165, mem","SMIM11"
"13332","ENSG00000273604",1.26410306479541,3.41392939970373,25.5447923985342,4.32231058751873e-07,0.00560603683201179,9606,100170841,"NULL","17","17q12","chromosome 17 open reading frame 96","protein-coding","C17orf96","chromosome 17 open reading frame 96","O","Uncharacterized protein ENSP00000317905|","C17orf96"
"13333","ENSG00000273611",-0.0871913577302241,4.49663292487063,0.165663267422875,0.683995115185787,1,9606,9326,"NULL","17","17q12","zinc finger, HIT-type containing 3","protein-coding","ZNHIT3","zinc finger, HIT-type containing 3","O","HNF-4a coactivator|TR-interacting protei","ZNHIT3"
"13334","ENSG00000273619",1.24244764982648,0.0222457541942369,10.5832714137362,0.00114115545829276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP5-908M14.9"
"13335","ENSG00000273749",-0.103074447028787,6.6617633328186,0.281248790154116,0.595883881283475,1,9606,23191,"NULL","15","15q11","cytoplasmic FMR1 interacting protein 1","protein-coding","CYFIP1","cytoplasmic FMR1 interacting protein 1","O","cytoplasmic FMR1-interacting protein 1|c","CYFIP1"
"13336","ENSG00000273784",0.461739853478686,0.301402721671201,1.9246336100286,0.165346752665153,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-78J21.7"
"13337","ENSG00000273802",-1.92311042251131,1.97221469945119,25.8400602527225,3.70909808058109e-07,0.00481478021840232,9606,8339,"NULL","6","6p21.3","histone cluster 1, H2bg","protein-coding","HIST1H2BG","histone cluster 1, H2bg","O","H2B histone family, member A|histone 1, ","HIST1H2BG"
"13338","ENSG00000273840",-0.546555244202205,2.34135085055262,4.28677490993392,0.0384099591927087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL078471.5"
"13339","ENSG00000273841",-0.189509203485444,5.96685899271367,0.690112321906,0.406126178500429,1,9606,6880,"AD-004","5","5q11.2-q13.1","TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa","protein-coding","TAF9","TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa","O","AK/ATPase|ATP-AMP transphosphorylase 6|R","TAF9"
"13340","ENSG00000273891",-0.0209543641017192,0.62887773885206,0.00362974212537814,0.95195864131628,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-500G22.5"
"13341","ENSG00000273899",-0.225318909648253,3.99076312163826,1.08050668447277,0.298584234883464,1,9606,79159,"NULL","22","22q13.1","nucleolar protein 12","protein-coding","NOL12","nucleolar protein 12","O","NULL","NOL12"
"13342","ENSG00000274012",0.95830079116514,5.02174271707032,10.8067819097245,0.00101128939350979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metazoa_SRP"
"13343","ENSG00000274020",0.911224982349255,1.81640865319916,11.2928552341186,0.0007780593158942,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC01138"
"13344","ENSG00000274021",-1.02358744179557,2.09269583346527,6.5461485827526,0.0105111447569812,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-823E8.3"
"13345","ENSG00000274070",0.0711708063513621,2.74462736297319,0.0853250739802127,0.770206680275621,1,9606,729438,"NULL","7","7q11.23","GATS protein-like 2","protein-coding","GATSL2","GATS protein-like 2","O","GATS-like protein 2","GATSL2"
"13346","ENSG00000274180",1.27822458832859,3.20731565239946,19.7036788234139,9.04271180250073e-06,0.114209450065584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATD1"
"13347","ENSG00000274211",1.44628091045837,4.88302549409481,27.7376162052071,1.38934726136254e-07,0.00181476539279175,9606,30837,"NULL","17","17q12","suppressor of cytokine signaling 7","protein-coding","SOCS7","suppressor of cytokine signaling 7","O","NAP-4|NCK-associated protein 4|Nck, Ash ","SOCS7"
"13348","ENSG00000274251",0.516775865806666,1.51413915268241,2.23140627098859,0.1352307167548,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTC-1337H24.3"
"13349","ENSG00000274253",-0.0765205738953002,0.500098843507096,0.049148331961554,0.824551921540563,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-566K19.6"
"13350","ENSG00000274265",0.795743523939677,1.1675577625326,5.13450234883977,0.0234548103077565,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CH17-189H20.1"
"13351","ENSG00000274272",0.537108556247784,2.93232923726546,3.78175061719256,0.05181442330217,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-44M6.7"
"13352","ENSG00000274292",-0.569129808410162,0.436248658573056,2.74122281697556,0.0977899099546322,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-347I19.7"
"13353","ENSG00000274333",0.221257260531708,3.55155665942047,0.770058254376835,0.38019903147148,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-717F1.2"
"13354","ENSG00000274391",-0.448319263103405,2.13307954522296,2.94722164577778,0.0860253348801227,1,9606,7179,"NULL","21","21p11","transmembrane phosphatase with tensin homology","protein-coding","TPTE","transmembrane phosphatase with tensin homology","O","PTEN-related tyrosine phosphatase|cancer","TPTE"
"13355","ENSG00000274487",0.0786299556030644,2.1303943529557,0.0667533751439882,0.79612387881758,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CH17-431G21.1"
"13356","ENSG00000274512",0.833926397368206,3.01829052220217,9.38016922130075,0.00219345303230075,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TBC1D3L"
"13357","ENSG00000274523",-0.239616417834547,5.36672728443,1.26675622544497,0.260376092967255,1,9606,81554,"NULL","7","7q11.23","Williams-Beuren syndrome chromosome region 16","protein-coding","WBSCR16","Williams-Beuren syndrome chromosome region 16","O","RCC1-like G exchanging factor-like prote","WBSCR16"
"13358","ENSG00000274588",-1.23911782098064,0.947514912648532,16.7799106975689,4.19753409988497e-05,0.519067066791776,9606,139189,"NULL","X","Xp11.22","diacylglycerol kinase, kappa","protein-coding","DGKK","diacylglycerol kinase, kappa","O","142 kDa diacylglycerol kinase|DAG kinase","DGKK"
"13359","ENSG00000274602",-0.148472793891831,3.86979142641978,0.347260327433941,0.555668104440794,1,9606,728233,"NULL","22","22q11.21","phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 1","pseudo","PI4KAP1","phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 1","O","NULL","PI4KAP1"
"13360","ENSG00000274605",0.113874645336695,0.990825562018433,0.11211833506676,0.73774521093768,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-12G12.7"
"13361","ENSG00000274627",0.481758734429615,3.14535130170028,4.43607726994885,0.0351870072857618,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-104N10.2"
"13362","ENSG00000274712",0.079314677436504,0.60030986880257,0.0440824783658122,0.833700236771752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-147L13.15"
"13363","ENSG00000274828",-0.418414923732186,0.735251297395343,1.83971060248967,0.174984870190981,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-567M16.6"
"13364","ENSG00000274877",0.749251842354117,1.0552640065572,6.17096038534005,0.012986409190721,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-65I12.1"
"13365","ENSG00000274922",0.400448167279135,0.829534310689908,1.09433039821838,0.295513720452864,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-88E10.5"
"13366","ENSG00000274979",-0.156983994231565,2.61713262628304,0.201078424692309,0.653851777235935,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-1143G9.5"
"13367","ENSG00000275004",0.396124063956097,4.35694678741893,3.63613571724806,0.0565380175492321,1,9606,140883,"NULL","22","22q11.22","zinc finger protein 280B","protein-coding","ZNF280B","zinc finger protein 280B","O","suppressor of hairy wing homolog 2|zinc ","ZNF280B"
"13368","ENSG00000275023",0.870852220927459,5.66806508194222,14.2515329815591,0.000159930487773109,1,9606,4302,"NULL","17","17q21","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6","protein-coding","MLLT6","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6","O","ALL1-fused gene from chromosome 17 prote","MLLT6"
"13369","ENSG00000275052",0.407551331730383,6.37964373015911,3.97407695934832,0.0462057712202045,1,9606,57223,"NULL","2","2p16.1","SMEK homolog 2, suppressor of mek1 (Dictyostelium)","protein-coding","SMEK2","SMEK homolog 2, suppressor of mek1 (Dictyostelium)","O","serine/threonine-protein phosphatase 4 r","SMEK2"
"13370","ENSG00000275066",-0.102722593633284,5.70297802205087,0.263844623409682,0.607491065007556,1,9606,11276,"NULL","17","17q12","synergin, gamma","protein-coding","SYNRG","synergin, gamma","O","AP1 gamma subunit binding protein 1|AP1 ","SYNRG"
"13371","ENSG00000275074",-0.0583350846380106,2.32015079374728,0.0588937994125833,0.808252955658876,1,9606,79873,"NULL","8","8p21.3","nudix (nucleoside diphosphate linked moiety X)-type motif 18","protein-coding","NUDT18","nudix (nucleoside diphosphate linked moiety X)-type motif 18","O","2-hydroxy-dADP phosphatase|7,8-dihydro-8","NUDT18"
"13372","ENSG00000275111",0.3163879656844,2.73090223181726,1.46986995028976,0.225366213735336,1,9606,7549,"NULL","2","2q11.2","zinc finger protein 2","protein-coding","ZNF2","zinc finger protein 2","O","zinc finger protein 2.2|zinc finger prot","ZNF2"
"13373","ENSG00000275131",-0.0699651372234565,1.80703995776443,0.0615253653790573,0.804101081543526,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CH17-472G23.4"
"13374","ENSG00000275160",-0.124383167012383,0.609879502016163,0.144153175168947,0.704186612075271,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP11-187C18.3"
"13375","ENSG00000275223",2.7197494521842,0.336745824314838,44.5775835779513,2.4447478520631e-11,3.26520523121547e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP1-63M2.7"
"13376","ENSG00000275234",0.513888470921182,1.12697573400395,2.44832212298518,0.117650567431563,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTD-2396E7.11"
"13377","ENSG00000275325",-0.0312460945237234,0.319637634088486,0.00867098651311338,0.92580971274376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDCD6IPP1"
"13378","ENSG00000275342",0.784713172220369,4.77595579555003,9.53517875867453,0.00201570539824206,1,9606,157285,"NULL","8","8p23.1","homolog of rat pragma of Rnd2","protein-coding","NULL","NULL","NULL","sugen kinase 223|tyrosine-protein kinase","SGK223"
"13379","ENSG00000275395",0.735529277638111,0.732802139560708,4.96863650882199,0.0258109869709005,1,9606,8857,"NULL","19","19q13.1","Fc fragment of IgG binding protein","protein-coding","FCGBP","Fc fragment of IgG binding protein","O","Human Fc gamma BP|IgG Fc binding protein","FCGBP"
"13380","ENSG00000275410",-0.392595826203359,4.77582908433846,3.65979975831657,0.0557403317772901,1,9606,6928,"NULL","17","17q12","HNF1 homeobox B","protein-coding","HNF1B","HNF1 homeobox B","O","HNF-1-beta|HNF1 beta A|hepatocyte nuclea","HNF1B"
"13381","ENSG00000275457",0.637119040780676,0.466945349605255,3.0886764346186,0.0788389116035704,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP1-198K11.5"
"13382","ENSG00000275464",-0.287536971971802,5.17435840588209,1.93064655446124,0.164687725946975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CH507-9B2.5"
"13383","ENSG00000275496",-0.265814769813275,2.57648184551828,0.642510268260959,0.422803251859476,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CH507-24F1.2"
"13384","ENSG00000275688",1.77354061736542,1.01849498308182,24.2104221141209,8.63636647710502e-07,0.0111443673020563,9606,348249,"NULL","17","17q12","CCL15-CCL14 readthrough (NMD candidate)","miscRNA","CCL15-CCL14","CCL15-CCL14 readthrough (NMD candidate)","O","NULL","CCL15-CCL14"
"13385","ENSG00000275700",0.506985076351604,5.84480206613892,4.68347647544701,0.0304540578193835,1,9606,26574,"HSPC277","17","17q12","apoptosis antagonizing transcription factor","protein-coding","AATF","apoptosis antagonizing transcription factor","O","apoptosis-antagonizing transcription fac","AATF"
